transaction_id,account_id,transaction_date,transaction_type,amount
60949,1225,2025-04-17,Transfer,13.41
60950,2898,2025-09-09,Credit,76.17
60951,4336,2024-08-20,Debit,43.89
60952,3976,2025-05-29,Credit,84.61
60953,2562,2025-09-08,Debit,25.02
60954,1349,2025-02-09,Payment,38.74
60955,3791,2025-06-26,Credit,10.59
60956,3549,2025-02-21,Credit,17.8
60957,1908,2024-04-14,Debit,15.64
60958,32,2025-05-21,Debit,116.51
60959,2412,2025-10-06,Payment,32.93
60960,2778,2025-09-05,Credit,72.04
60961,2948,2025-04-04,Credit,28.03
60962,200,2025-03-28,Credit,206.55
60963,2633,2025-06-01,Debit,54.42
60964,3820,2025-06-13,Debit,217.19
60965,3284,2025-08-07,Debit,123.27
60966,2469,2025-03-11,Debit,12.74
60967,583,2024-09-24,Debit,40.33
60968,3757,2024-10-05,Credit,23.98
60969,1713,2025-06-14,Debit,28.48
60970,1461,2025-05-06,Credit,51.13
60971,4382,2024-12-26,Transfer,145.12
60972,552,2024-03-22,Debit,4.63
60973,116,2025-04-17,Credit,103.51
60974,2909,2025-06-27,Credit,72.63
60975,1395,2025-08-04,Credit,20.72
60976,3006,2024-12-31,Credit,20.28
60977,894,2025-08-30,Debit,21.71
60978,1422,2025-03-12,Credit,16.27
60979,916,2025-08-24,Credit,13.21
60980,1050,2025-10-19,Credit,25.71
60981,4363,2024-10-03,Transfer,1718.22
60982,2445,2024-04-26,Debit,30.28
60983,3297,2025-07-30,Debit,107.14
60984,1382,2025-08-01,Debit,122.64
60985,2122,2024-10-05,Debit,4.53
60986,921,2025-08-04,Credit,11.68
60987,731,2025-05-15,Debit,4.23
60988,3755,2025-01-08,Credit,20.52
60989,3251,2025-08-04,Debit,42.64
60990,3188,2025-03-22,Credit,46.24
60991,3185,2025-01-19,Payment,69.47
60992,3375,2024-12-31,Debit,49.82
60993,1934,2024-08-18,Debit,55.74
60994,3683,2025-04-23,Transfer,43.33
60995,1933,2025-09-03,Debit,30.93
60996,4,2025-05-10,Payment,38.37
60997,421,2025-06-30,Transfer,238.46
60998,2557,2025-08-07,Debit,114.33
60999,1677,2025-08-11,Credit,35.45
61000,1760,2025-06-02,Debit,19.45
61001,2770,2025-08-22,Debit,19.88
61002,351,2024-03-30,Debit,41.9
61003,688,2025-04-23,Payment,98.57
61004,3012,2025-07-25,Debit,6.14
61005,3428,2025-06-22,Payment,83.7
61006,2557,2024-12-24,Credit,162.12
61007,111,2025-08-24,Credit,2.53
61008,3971,2025-09-05,Credit,62.72
61009,3154,2025-08-16,Credit,125.76
61010,2852,2025-05-05,Debit,75.46
61011,3488,2025-05-07,Debit,216.76
61012,2474,2025-08-12,Debit,12.71
61013,803,2025-01-08,Payment,5.64
61014,2293,2024-12-15,Transfer,263.66
61015,3373,2025-10-15,Debit,5.99
61016,3833,2025-01-21,Credit,16.6
61017,1830,2025-09-17,Debit,20.06
61018,2940,2025-07-03,Credit,67.59
61019,1266,2025-09-25,Debit,78.62
61020,4367,2025-09-14,Credit,11.15
61021,1695,2025-09-02,Credit,35.76
61022,3315,2025-04-29,Credit,11.21
61023,1291,2025-08-09,Credit,53.13
61024,3182,2025-09-20,Debit,81.85
61025,4109,2025-09-17,Credit,28.99
61026,3960,2025-07-13,Transfer,20.51
61027,2272,2024-07-08,Transfer,16.55
61028,888,2025-05-04,Credit,7.28
61029,3399,2025-06-18,Credit,96.97
61030,1069,2025-06-19,Credit,14.72
61031,3661,2025-04-15,Debit,28.6
61032,3143,2025-03-17,Debit,59.16
61033,3599,2025-02-09,Credit,17.05
61034,3401,2024-11-09,Debit,24.92
61035,2735,2025-02-28,Debit,12.79
61036,4009,2025-08-14,Payment,22.97
61037,3477,2025-06-08,Debit,24.0
61038,2685,2024-12-28,Credit,16.44
61039,118,2025-04-07,Debit,43.0
61040,3437,2025-08-25,Debit,58.91
61041,1846,2025-09-15,Debit,101.88
61042,2112,2025-01-05,Debit,53.2
61043,3313,2025-04-23,Credit,51.22
61044,3091,2025-03-16,Credit,28.1
61045,2941,2025-01-28,Payment,11.57
61046,4403,2025-06-02,Debit,8.43
61047,3391,2025-04-15,Debit,26.15
61048,1003,2024-11-29,Credit,18.6
61049,3872,2025-06-04,Debit,12.22
61050,1013,2025-09-19,Credit,54.7
61051,737,2024-07-15,Credit,23.99
61052,484,2024-10-29,Debit,15.82
61053,3653,2025-01-28,Debit,38.41
61054,3534,2025-07-09,Credit,14.99
61055,3980,2024-04-11,Credit,18.71
61056,3375,2025-08-14,Credit,8.49
61057,1957,2025-08-24,Payment,8.18
61058,1593,2025-02-11,Debit,10.76
61059,2432,2025-09-18,Debit,208.51
61060,3515,2024-08-17,Debit,57.92
61061,1341,2024-07-30,Transfer,20.31
61062,1966,2025-03-23,Transfer,32.66
61063,2696,2025-04-25,Credit,67.01
61064,2454,2025-01-16,Transfer,48.09
61065,1746,2025-03-25,Debit,5.03
61066,3658,2025-09-13,Transfer,6.13
61067,1493,2025-04-09,Debit,83.41
61068,4357,2025-06-01,Credit,23.13
61069,2736,2025-05-15,Debit,20.81
61070,731,2025-02-10,Debit,3.56
61071,2979,2025-08-19,Debit,71.25
61072,3594,2025-08-12,Debit,25.11
61073,1611,2025-09-12,Credit,2.64
61074,1793,2025-04-12,Debit,64.86
61075,4301,2025-09-25,Debit,77.67
61076,2463,2025-07-02,Transfer,139.55
61077,3842,2025-05-10,Credit,83.16
61078,3870,2025-03-13,Credit,30.81
61079,2508,2025-01-12,Debit,55.22
61080,600,2025-06-24,Debit,17.21
61081,4326,2025-07-14,Debit,80.43
61082,1875,2025-06-11,Credit,98.22
61083,1939,2025-07-25,Credit,21.25
61084,2144,2025-01-27,Debit,9.85
61085,3587,2025-08-21,Debit,14.73
61086,485,2025-09-09,Credit,15.55
61087,1013,2025-10-14,Transfer,77.06
61088,461,2025-05-22,Debit,21.09
61089,4066,2025-07-28,Credit,100.24
61090,3674,2025-05-01,Credit,7.05
61091,4138,2025-03-31,Credit,29.79
61092,3315,2025-06-28,Credit,13.44
61093,393,2025-04-06,Credit,20.17
61094,3175,2024-12-03,Debit,631.36
61095,1865,2025-06-22,Debit,13.23
61096,2449,2025-08-16,Transfer,64.2
61097,2896,2025-09-03,Credit,153.96
61098,318,2025-08-08,Credit,33.58
61099,1781,2025-08-23,Debit,13.62
61100,2841,2025-06-17,Debit,4.66
61101,872,2025-06-02,Transfer,28.83
61102,3704,2025-10-16,Transfer,14.3
61103,3131,2025-08-26,Credit,2.11
61104,2680,2024-12-31,Debit,26.72
61105,481,2025-09-19,Transfer,12.8
61106,3397,2025-08-12,Debit,13.02
61107,955,2025-03-19,Transfer,62.83
61108,4427,2025-05-29,Credit,30.29
61109,2701,2025-03-03,Credit,97.57
61110,3305,2025-05-14,Transfer,17.24
61111,2610,2025-07-23,Debit,37.82
61112,4275,2025-07-24,Debit,23.85
61113,3254,2025-07-27,Debit,18.35
61114,55,2025-10-06,Debit,14.71
61115,3202,2025-06-16,Debit,7.06
61116,3912,2025-08-20,Credit,9.63
61117,3385,2024-07-04,Debit,20.52
61118,2647,2025-01-30,Credit,48.84
61119,3712,2025-08-05,Credit,14.05
61120,224,2025-03-08,Credit,75.24
61121,1771,2025-08-24,Transfer,62.72
61122,3249,2024-01-07,Credit,4.38
61123,1762,2025-07-18,Debit,10.46
61124,1466,2024-12-26,Credit,8.28
61125,2452,2025-03-08,Credit,2.0
61126,1134,2024-10-29,Credit,9.17
61127,3729,2025-07-03,Credit,20.64
61128,3499,2024-12-05,Credit,22.15
61129,1548,2025-01-16,Debit,26.73
61130,1249,2025-05-30,Debit,29.4
61131,4323,2025-01-29,Debit,22.21
61132,859,2024-04-17,Debit,99.15
61133,1234,2025-04-07,Debit,40.11
61134,763,2025-03-06,Debit,47.98
61135,3956,2025-08-27,Debit,45.72
61136,1942,2025-02-07,Debit,79.39
61137,3546,2025-09-10,Payment,54.76
61138,3351,2025-03-15,Debit,39.09
61139,2911,2025-04-09,Credit,39.1
61140,3766,2025-07-25,Debit,6.46
61141,3620,2025-07-14,Debit,96.14
61142,3959,2025-06-20,Transfer,55.98
61143,2011,2025-04-22,Credit,54.86
61144,485,2025-08-02,Credit,36.43
61145,3267,2023-12-14,Debit,35.51
61146,385,2025-02-12,Debit,3.82
61147,4229,2025-04-04,Credit,116.24
61148,1378,2025-08-16,Debit,306.73
61149,4311,2025-02-10,Debit,104.88
61150,4282,2024-09-22,Credit,128.28
61151,1414,2024-12-12,Debit,6.21
61152,1696,2024-07-19,Debit,63.13
61153,3576,2025-07-05,Transfer,47.96
61154,3225,2024-12-25,Credit,30.67
61155,3861,2025-04-24,Credit,20.95
61156,3564,2025-05-20,Debit,12.01
61157,654,2025-09-07,Transfer,8.92
61158,2242,2025-03-05,Credit,27.91
61159,3980,2025-01-23,Transfer,10.21
61160,3740,2025-05-22,Debit,31.55
61161,3556,2024-03-09,Debit,12.98
61162,3048,2025-07-07,Transfer,5.16
61163,4064,2025-09-09,Transfer,222.04
61164,1034,2025-02-06,Debit,108.66
61165,3603,2025-03-25,Credit,88.57
61166,2211,2025-06-03,Credit,115.21
61167,245,2025-08-17,Credit,3.19
61168,1358,2025-08-12,Credit,6.59
61169,1370,2025-08-23,Debit,362.39
61170,3416,2025-07-11,Credit,35.29
61171,963,2024-09-30,Transfer,18.72
61172,1108,2025-09-23,Credit,29.4
61173,1701,2025-02-16,Debit,33.62
61174,2213,2025-02-18,Debit,33.06
61175,2211,2025-07-15,Debit,13.82
61176,2933,2023-12-05,Debit,9.6
61177,3881,2025-08-08,Debit,22.94
61178,1511,2024-10-18,Transfer,16.97
61179,2310,2025-07-27,Debit,6.5
61180,2276,2025-08-10,Debit,40.37
61181,764,2025-04-18,Transfer,254.3
61182,3944,2025-08-28,Credit,43.55
61183,3724,2025-09-26,Credit,11.16
61184,2347,2025-07-21,Credit,18.08
61185,1595,2025-05-01,Credit,17.2
61186,3655,2025-09-16,Transfer,146.09
61187,842,2024-11-10,Debit,44.34
61188,2606,2025-03-23,Debit,2.4
61189,636,2025-01-20,Debit,7.66
61190,225,2025-01-06,Debit,43.31
61191,2940,2024-09-26,Credit,28.02
61192,4142,2025-07-09,Debit,30.81
61193,4440,2025-09-10,Credit,23.01
61194,615,2025-06-27,Debit,2.29
61195,2117,2025-09-21,Credit,73.92
61196,1771,2025-04-16,Debit,27.41
61197,4497,2025-07-13,Transfer,24.12
61198,145,2025-08-18,Debit,1.48
61199,4250,2024-12-24,Credit,9.27
61200,109,2025-08-24,Debit,35.02
61201,1921,2025-04-10,Debit,40.24
61202,2072,2024-12-02,Credit,46.9
61203,1014,2025-07-05,Debit,2.22
61204,3032,2024-09-20,Debit,10.38
61205,3406,2025-06-30,Debit,8.01
61206,3612,2024-08-18,Credit,23.07
61207,4186,2025-06-01,Debit,11.62
61208,83,2025-02-23,Transfer,20.42
61209,2940,2023-10-29,Credit,40.89
61210,1677,2025-07-28,Transfer,49.42
61211,2154,2025-01-08,Credit,17.09
61212,348,2025-01-15,Credit,9.46
61213,2841,2025-07-02,Debit,1.88
61214,758,2025-08-06,Debit,67.12
61215,1730,2025-04-15,Transfer,17.31
61216,3335,2025-01-04,Credit,55.91
61217,499,2025-09-15,Credit,6.02
61218,3436,2025-02-28,Debit,7.46
61219,3482,2025-04-24,Debit,94.27
61220,1586,2025-08-02,Debit,38.15
61221,2662,2024-11-17,Debit,9.53
61222,3144,2025-06-05,Credit,86.33
61223,3603,2025-10-14,Credit,78.64
61224,756,2025-02-28,Debit,130.52
61225,552,2025-08-05,Debit,25.55
61226,374,2025-06-15,Credit,14.03
61227,1686,2025-03-05,Credit,23.71
61228,117,2025-06-30,Credit,4.38
61229,3814,2025-05-16,Credit,28.83
61230,3098,2025-02-24,Debit,125.63
61231,3331,2025-02-08,Debit,4.97
61232,1849,2025-08-13,Debit,19.53
61233,247,2025-06-16,Transfer,41.28
61234,2240,2025-01-13,Credit,180.57
61235,478,2025-03-23,Credit,27.75
61236,2567,2025-07-22,Debit,74.88
61237,2320,2024-06-06,Credit,30.23
61238,853,2025-01-31,Credit,97.2
61239,3363,2025-03-13,Credit,48.31
61240,648,2024-09-13,Debit,13.33
61241,3425,2025-06-16,Payment,17.65
61242,3508,2025-05-17,Credit,117.27
61243,853,2024-04-23,Credit,22.09
61244,1749,2025-07-29,Debit,34.08
61245,33,2025-05-03,Credit,2.81
61246,3437,2025-04-08,Credit,45.93
61247,1747,2025-01-26,Debit,15.79
61248,2838,2024-05-20,Credit,49.6
61249,2460,2025-06-14,Credit,48.22
61250,3020,2025-05-18,Credit,14.93
61251,1681,2025-08-02,Credit,66.72
61252,3626,2025-02-03,Debit,22.28
61253,772,2025-07-26,Credit,50.11
61254,112,2025-03-14,Transfer,41.58
61255,2516,2025-05-22,Credit,442.48
61256,4459,2025-07-15,Debit,16.62
61257,169,2025-08-01,Transfer,62.3
61258,4459,2025-05-29,Credit,47.29
61259,54,2025-07-20,Credit,39.35
61260,2725,2025-05-15,Debit,20.62
61261,4143,2024-02-29,Debit,25.59
61262,2272,2025-07-02,Credit,22.29
61263,4198,2025-07-18,Debit,72.41
61264,3112,2024-11-24,Credit,25.9
61265,2192,2025-05-17,Credit,16.87
61266,464,2025-04-25,Payment,17.16
61267,1468,2025-07-12,Credit,2.43
61268,2597,2025-05-07,Transfer,27.07
61269,2114,2025-03-24,Transfer,13.17
61270,4342,2025-09-28,Debit,44.6
61271,3982,2024-11-01,Credit,16.42
61272,578,2024-12-10,Transfer,9.51
61273,1873,2025-07-24,Debit,103.78
61274,1238,2025-05-27,Debit,5.32
61275,3971,2024-05-19,Credit,10.49
61276,1996,2025-03-05,Credit,27.22
61277,2925,2025-09-12,Transfer,314.29
61278,2437,2024-12-22,Transfer,6.65
61279,2281,2024-11-27,Credit,3.82
61280,2328,2025-06-06,Payment,31.09
61281,2911,2025-04-03,Debit,78.6
61282,200,2025-09-17,Debit,16.68
61283,2957,2024-03-08,Credit,17.94
61284,3786,2025-09-06,Debit,99.42
61285,1758,2025-02-06,Credit,50.12
61286,540,2024-09-21,Credit,38.04
61287,1089,2025-06-30,Debit,215.21
61288,2791,2025-09-14,Debit,72.22
61289,1150,2025-03-30,Debit,5.06
61290,3423,2024-11-05,Debit,5.22
61291,652,2024-11-02,Credit,61.97
61292,2403,2024-08-09,Debit,15.07
61293,3048,2025-04-25,Transfer,25.04
61294,3853,2025-05-31,Credit,82.0
61295,4483,2025-10-04,Credit,48.97
61296,1478,2025-09-24,Debit,34.08
61297,2555,2024-08-21,Transfer,41.07
61298,3175,2025-04-19,Debit,1.03
61299,3475,2025-08-09,Debit,1.37
61300,3671,2025-03-25,Debit,46.26
61301,1981,2024-10-06,Credit,35.7
61302,3760,2025-06-03,Transfer,22.86
61303,1862,2025-06-26,Transfer,42.94
61304,410,2025-10-13,Credit,15.65
61305,3100,2025-07-20,Transfer,6.5
61306,967,2025-04-24,Credit,88.18
61307,1204,2023-10-29,Debit,18.58
61308,4476,2025-03-12,Debit,24.73
61309,733,2025-08-31,Transfer,40.4
61310,3556,2024-11-05,Credit,3.44
61311,1697,2025-09-04,Credit,63.15
61312,3787,2025-01-05,Credit,24.63
61313,3768,2025-03-12,Debit,1013.21
61314,1985,2025-07-04,Credit,95.8
61315,781,2025-09-06,Debit,15.23
61316,3989,2025-09-01,Credit,24.35
61317,2101,2025-08-03,Debit,49.11
61318,1710,2025-07-14,Credit,43.76
61319,1725,2025-07-30,Debit,7.28
61320,3044,2025-07-12,Credit,36.95
61321,3424,2025-07-03,Credit,47.26
61322,2166,2025-08-09,Debit,4.35
61323,3412,2025-06-04,Debit,160.31
61324,2885,2025-09-09,Debit,33.07
61325,3871,2025-07-14,Credit,16.83
61326,343,2025-08-14,Debit,23.07
61327,521,2024-09-05,Debit,7.88
61328,1002,2025-08-28,Debit,29.26
61329,2850,2025-10-06,Credit,147.43
61330,296,2025-02-17,Debit,10.68
61331,2101,2025-04-01,Debit,19.84
61332,2343,2024-04-05,Debit,47.09
61333,1776,2025-07-05,Debit,14.77
61334,1044,2025-04-06,Debit,34.43
61335,3706,2025-05-12,Credit,24.81
61336,1334,2025-03-02,Credit,2.07
61337,1536,2025-10-15,Transfer,11.78
61338,1748,2025-05-19,Transfer,54.63
61339,2786,2025-05-06,Credit,54.2
61340,3502,2024-08-21,Payment,16.02
61341,1597,2025-07-06,Credit,63.05
61342,1079,2025-03-28,Debit,12.38
61343,2069,2025-07-02,Credit,156.69
61344,2271,2025-03-02,Payment,72.06
61345,1689,2025-03-22,Debit,8.51
61346,2075,2025-04-26,Debit,95.93
61347,3192,2025-09-26,Credit,49.24
61348,3866,2025-10-02,Debit,24.93
61349,774,2025-04-10,Debit,26.33
61350,1500,2025-02-20,Debit,104.42
61351,142,2025-07-18,Credit,7.76
61352,2794,2024-11-03,Credit,14.75
61353,4219,2025-07-23,Credit,21.34
61354,2686,2025-04-24,Debit,8.57
61355,1121,2024-11-15,Debit,43.31
61356,598,2025-08-24,Credit,54.43
61357,1905,2025-04-29,Debit,22.86
61358,3673,2024-04-30,Debit,15.89
61359,24,2025-04-23,Credit,83.17
61360,3285,2025-05-09,Transfer,48.91
61361,4365,2024-09-15,Payment,14.92
61362,1622,2025-08-08,Credit,14.49
61363,3903,2024-11-20,Debit,55.23
61364,1160,2025-02-03,Credit,59.45
61365,4426,2025-05-26,Credit,47.35
61366,3886,2024-10-20,Debit,9.19
61367,291,2025-04-27,Credit,12.25
61368,1236,2025-08-30,Transfer,23.08
61369,2185,2025-04-24,Credit,20.91
61370,3195,2025-01-21,Debit,2.01
61371,3470,2025-04-29,Transfer,16.38
61372,2682,2025-05-11,Debit,145.73
61373,2833,2025-04-11,Debit,23.63
61374,2024,2025-06-06,Debit,36.73
61375,1042,2025-06-20,Credit,19.14
61376,436,2025-06-16,Debit,31.27
61377,4072,2025-06-16,Credit,22.51
61378,3444,2025-10-24,Credit,33.87
61379,483,2025-04-25,Debit,26.56
61380,4136,2024-06-24,Credit,5.79
61381,260,2025-07-05,Payment,94.6
61382,129,2025-04-17,Credit,46.25
61383,3337,2025-09-13,Transfer,42.2
61384,352,2025-07-08,Transfer,21.38
61385,3774,2025-05-09,Credit,38.61
61386,4026,2023-10-29,Payment,238.18
61387,2649,2025-04-21,Debit,14.75
61388,2287,2025-06-11,Credit,11.24
61389,1976,2025-02-26,Debit,158.51
61390,2796,2025-01-26,Debit,13.45
61391,1960,2025-02-17,Debit,40.55
61392,2407,2025-07-29,Payment,17.66
61393,3143,2025-03-28,Credit,67.82
61394,4265,2025-08-22,Debit,22.81
61395,615,2025-03-02,Payment,27.92
61396,3513,2024-10-05,Transfer,40.96
61397,988,2025-03-01,Credit,187.72
61398,3133,2025-05-09,Credit,6.9
61399,3681,2024-10-12,Debit,30.85
61400,1797,2025-04-12,Debit,78.59
61401,2133,2024-07-16,Debit,48.53
61402,3368,2025-02-09,Credit,12.14
61403,161,2024-07-22,Debit,24.43
61404,3525,2025-04-21,Transfer,125.33
61405,708,2024-06-17,Debit,3.0
61406,148,2025-08-16,Debit,25.72
61407,688,2025-09-01,Payment,59.31
61408,2103,2025-08-26,Credit,21.14
61409,1418,2025-07-25,Transfer,30.35
61410,1850,2025-07-22,Debit,110.41
61411,603,2025-05-30,Credit,33.0
61412,1560,2024-09-13,Credit,63.58
61413,1647,2025-07-02,Credit,0.48
61414,184,2025-07-15,Credit,177.62
61415,1977,2025-03-18,Transfer,10.21
61416,3451,2025-04-18,Credit,18.39
61417,4304,2025-06-13,Debit,11.3
61418,1384,2025-09-03,Debit,16.51
61419,3696,2024-08-06,Credit,7.33
61420,4361,2024-11-15,Credit,27.35
61421,2452,2025-09-13,Debit,6.06
61422,3817,2025-05-31,Credit,50.92
61423,1987,2024-02-11,Debit,71.96
61424,340,2024-12-31,Transfer,279.63
61425,755,2025-06-24,Debit,64.26
61426,3555,2025-01-06,Credit,7.3
61427,368,2025-08-12,Credit,1.19
61428,1717,2024-08-21,Debit,112.16
61429,2962,2025-08-29,Debit,23.85
61430,250,2025-08-17,Transfer,22.45
61431,1802,2025-06-08,Credit,7.7
61432,2354,2025-08-14,Credit,17.16
61433,1115,2025-06-20,Debit,22.97
61434,382,2025-06-07,Debit,22.66
61435,3461,2024-10-24,Debit,46.38
61436,1268,2025-07-25,Credit,5.38
61437,4394,2025-01-20,Credit,21.39
61438,2969,2025-01-21,Credit,22.7
61439,78,2025-04-16,Debit,3.6
61440,2378,2025-08-01,Debit,526.55
61441,1190,2024-12-11,Debit,45.07
61442,2525,2025-05-13,Credit,44.38
61443,2857,2025-08-13,Debit,96.99
61444,871,2025-04-30,Payment,7.64
61445,670,2024-09-30,Credit,98.94
61446,3727,2024-10-19,Debit,30.3
61447,1935,2025-04-26,Debit,3.13
61448,1388,2025-07-09,Credit,8.46
61449,635,2025-08-23,Payment,59.74
61450,567,2025-05-11,Debit,100.94
61451,2707,2025-09-20,Credit,58.53
61452,2137,2025-03-23,Credit,59.77
61453,3264,2025-03-27,Debit,239.71
61454,4289,2024-12-18,Credit,18.73
61455,2992,2025-06-16,Transfer,70.12
61456,3910,2025-03-13,Credit,38.24
61457,2028,2025-05-25,Credit,155.83
61458,1684,2024-12-20,Debit,21.63
61459,2291,2025-05-20,Debit,6.67
61460,3345,2025-05-09,Debit,52.79
61461,3272,2025-09-24,Credit,747.99
61462,4179,2025-09-11,Debit,27.72
61463,3707,2025-06-05,Credit,9.93
61464,3452,2025-07-09,Credit,18.14
61465,1121,2025-10-04,Credit,99.1
61466,1806,2024-04-28,Debit,3.63
61467,474,2025-07-09,Debit,1.76
61468,230,2025-04-22,Debit,1.21
61469,4226,2025-07-18,Debit,76.5
61470,1815,2025-09-18,Debit,27.21
61471,4086,2025-06-28,Credit,28.31
61472,126,2025-05-18,Debit,47.34
61473,2081,2025-09-11,Credit,15.6
61474,4372,2025-04-13,Credit,74.78
61475,3921,2024-11-19,Debit,114.18
61476,4276,2023-11-23,Credit,43.7
61477,2515,2025-07-29,Credit,383.83
61478,3741,2025-05-07,Credit,59.68
61479,2328,2025-04-10,Transfer,9.66
61480,2016,2025-07-12,Credit,76.66
61481,4394,2025-01-26,Credit,859.31
61482,2953,2025-01-30,Credit,121.83
61483,145,2024-12-26,Debit,14.33
61484,4488,2024-11-12,Debit,11.69
61485,1448,2024-10-10,Credit,48.64
61486,3211,2025-01-26,Debit,13.41
61487,3904,2025-04-13,Credit,10.66
61488,267,2025-01-26,Debit,25.81
61489,2447,2025-07-06,Credit,37.76
61490,2302,2025-01-15,Credit,10.59
61491,2915,2025-04-26,Debit,1.29
61492,3011,2024-04-26,Debit,17.13
61493,2198,2025-02-26,Debit,8.93
61494,1419,2025-07-22,Debit,86.51
61495,2132,2025-04-27,Payment,3.81
61496,3171,2025-02-26,Credit,32.03
61497,4432,2025-05-21,Credit,109.24
61498,4152,2025-03-05,Credit,182.85
61499,2200,2025-07-07,Credit,48.2
61500,1491,2025-05-10,Credit,10.2
61501,851,2024-07-19,Credit,65.99
61502,408,2023-12-17,Debit,22.3
61503,2309,2024-07-17,Transfer,47.06
61504,2026,2025-03-20,Credit,6.3
61505,390,2025-02-21,Debit,273.07
61506,3011,2025-09-14,Debit,172.01
61507,2439,2025-01-13,Debit,67.39
61508,3943,2024-11-17,Debit,15.69
61509,2288,2025-07-20,Transfer,45.04
61510,4424,2025-08-23,Credit,18.52
61511,4425,2024-08-17,Transfer,108.09
61512,2017,2025-10-11,Credit,35.01
61513,59,2025-08-06,Debit,3.87
61514,1048,2025-04-08,Credit,11.78
61515,3680,2025-01-25,Credit,31.15
61516,431,2025-04-21,Debit,2.6
61517,250,2024-10-03,Debit,29.54
61518,4057,2025-07-05,Credit,24.6
61519,3174,2025-04-27,Debit,22.55
61520,1913,2024-09-09,Debit,55.98
61521,1991,2025-01-21,Payment,37.59
61522,3116,2025-06-03,Credit,38.61
61523,3249,2025-10-06,Credit,103.26
61524,3909,2025-06-28,Credit,35.05
61525,3663,2025-07-30,Debit,29.56
61526,79,2024-12-20,Transfer,136.94
61527,252,2025-03-02,Debit,45.15
61528,2184,2025-06-01,Debit,4.53
61529,1573,2025-07-09,Debit,57.77
61530,4149,2025-06-30,Debit,34.44
61531,345,2025-03-07,Credit,16.71
61532,4458,2025-04-16,Credit,3.44
61533,2078,2025-07-27,Credit,81.74
61534,3556,2025-08-23,Debit,15.59
61535,2902,2025-05-05,Credit,33.13
61536,2524,2025-02-01,Transfer,39.93
61537,2595,2025-06-16,Debit,74.26
61538,1712,2025-08-07,Debit,387.87
61539,1880,2025-10-10,Credit,22.77
61540,4448,2025-07-29,Debit,18.6
61541,72,2025-08-11,Credit,9.06
61542,3170,2025-06-01,Credit,6.44
61543,1887,2025-05-17,Credit,176.41
61544,3554,2025-08-08,Credit,18.31
61545,2008,2025-05-06,Debit,77.1
61546,2181,2025-06-01,Debit,81.88
61547,3839,2025-05-21,Credit,119.9
61548,695,2025-09-06,Debit,63.87
61549,3351,2025-04-26,Debit,198.1
61550,4288,2024-12-27,Debit,21.0
61551,4352,2025-08-09,Transfer,25.82
61552,352,2025-09-22,Credit,29.17
61553,2232,2025-04-30,Credit,53.67
61554,3842,2025-07-31,Credit,17.62
61555,537,2025-04-30,Debit,16.9
61556,2979,2025-05-29,Credit,13.19
61557,2685,2025-10-08,Debit,7.33
61558,2170,2025-07-02,Transfer,10.13
61559,3009,2025-02-13,Debit,10.52
61560,1141,2025-03-27,Debit,86.7
61561,1488,2025-10-12,Debit,87.63
61562,3200,2025-06-17,Credit,4.93
61563,4457,2024-03-27,Debit,63.02
61564,1617,2024-10-24,Credit,94.76
61565,2272,2025-05-01,Transfer,55.26
61566,940,2024-10-17,Debit,14.47
61567,2485,2025-05-26,Credit,13.91
61568,59,2024-10-01,Credit,3.83
61569,3877,2025-01-04,Credit,105.19
61570,2242,2025-09-13,Debit,90.68
61571,2825,2025-04-08,Debit,76.13
61572,1499,2025-09-22,Transfer,10.67
61573,845,2025-09-12,Debit,33.06
61574,4385,2025-08-20,Debit,6.07
61575,1760,2025-01-24,Payment,5.53
61576,853,2025-02-03,Debit,357.71
61577,344,2025-02-24,Credit,100.81
61578,2996,2024-02-05,Credit,6.85
61579,4161,2025-01-16,Debit,114.23
61580,3364,2025-02-07,Debit,154.95
61581,3457,2025-10-25,Debit,8.99
61582,2226,2024-12-28,Debit,13.29
61583,3285,2025-06-12,Credit,234.13
61584,569,2025-01-19,Debit,30.14
61585,2423,2025-09-27,Credit,63.66
61586,725,2024-09-21,Debit,6.86
61587,3325,2025-02-24,Transfer,141.29
61588,2791,2024-11-15,Debit,17.34
61589,4313,2025-07-27,Credit,25.01
61590,543,2025-05-07,Credit,173.84
61591,2255,2025-08-16,Credit,76.05
61592,906,2025-09-08,Debit,70.02
61593,4320,2025-08-26,Payment,2.66
61594,3918,2025-03-21,Credit,12.94
61595,2705,2024-12-31,Credit,24.73
61596,1035,2025-06-04,Transfer,98.99
61597,262,2024-05-15,Transfer,17.14
61598,2829,2025-06-11,Credit,7.83
61599,3468,2024-10-27,Credit,97.04
61600,3557,2024-11-20,Credit,25.37
61601,1684,2025-05-20,Debit,2.38
61602,1129,2025-08-05,Transfer,37.07
61603,3559,2025-08-26,Debit,10.53
61604,1545,2025-04-01,Debit,13.91
61605,2396,2024-06-13,Transfer,61.27
61606,3657,2025-07-23,Debit,8.91
61607,1896,2025-08-30,Debit,6.6
61608,279,2025-01-02,Debit,328.35
61609,1563,2025-06-30,Debit,9.66
61610,2940,2025-07-19,Credit,12.64
61611,4265,2025-10-03,Payment,170.61
61612,3585,2025-06-25,Debit,13.38
61613,2914,2025-06-06,Credit,337.96
61614,2020,2025-05-12,Credit,15.48
61615,2900,2024-06-04,Debit,59.63
