interaction_id,customer_id,interaction_date,interaction_type
3736,1885,2025-02-05,Service Inquiry
3737,987,2025-07-12,Account Maintenance
3738,566,2025-07-07,Technical Support
3739,1685,2025-10-12,Complaint
3740,1097,2025-09-12,Service Inquiry
3741,438,2025-10-03,Product Inquiry
3742,977,2025-10-22,Service Inquiry
3743,1370,2025-09-12,Technical Support
3744,1595,2025-08-07,Service Inquiry
3745,930,2025-10-25,Complaint
3746,1998,2025-08-31,Service Inquiry
3747,786,2025-10-22,Complaint
3748,1123,2025-04-14,Complaint
3749,1649,2025-09-27,Service Inquiry
3750,233,2025-10-05,Complaint
3751,65,2025-09-27,Product Inquiry
3752,493,2025-08-31,Service Inquiry
3753,384,2025-07-24,Service Inquiry
3754,1764,2025-08-23,Service Inquiry
3755,1741,2025-08-21,Technical Support
3756,1718,2025-08-31,Service Inquiry
3757,1847,2025-08-10,Technical Support
3758,573,2025-09-12,Service Inquiry
3759,979,2025-09-08,Technical Support
3760,1990,2025-09-14,Complaint
3761,187,2025-10-22,Service Inquiry
3762,925,2025-07-24,Product Inquiry
3763,451,2025-06-14,Service Inquiry
3764,1829,2025-09-19,Service Inquiry
3765,653,2025-09-06,Technical Support
3766,823,2025-10-17,Service Inquiry
3767,665,2025-09-27,Service Inquiry
3768,1097,2025-08-20,Product Inquiry
3769,864,2025-07-19,Service Inquiry
3770,1704,2025-10-12,Service Inquiry
3771,69,2025-09-19,Technical Support
3772,1061,2025-09-28,Service Inquiry
3773,1726,2025-04-04,Service Inquiry
3774,1799,2025-08-15,Account Maintenance
3775,1478,2025-09-24,Complaint
3776,1816,2025-09-25,Complaint
3777,1132,2025-07-11,Product Inquiry
3778,376,2025-10-06,Service Inquiry
3779,298,2025-08-07,Service Inquiry
3780,437,2025-07-26,Service Inquiry
3781,687,2025-09-11,Service Inquiry
3782,1801,2025-08-23,Account Maintenance
3783,234,2025-10-13,Complaint
3784,833,2025-07-06,Complaint
3785,1009,2025-10-13,Product Inquiry
3786,104,2025-09-20,Service Inquiry
3787,1209,2025-10-27,Complaint
3788,1769,2025-06-23,Account Maintenance
3789,334,2025-10-24,Service Inquiry
3790,733,2025-09-16,Product Inquiry
3791,1323,2025-09-16,Service Inquiry
3792,1965,2025-09-15,Product Inquiry
3793,898,2025-10-03,Service Inquiry
3794,910,2025-07-06,Product Inquiry
3795,1617,2025-10-03,Product Inquiry
3796,1973,2025-10-10,Product Inquiry
3797,472,2025-09-11,Complaint
3798,625,2025-08-13,Service Inquiry
3799,1021,2025-09-26,Account Maintenance
3800,654,2025-08-26,Service Inquiry
3801,1801,2025-09-19,Complaint
3802,1083,2025-10-24,Service Inquiry
3803,1229,2025-09-19,Complaint
3804,1912,2025-10-15,Service Inquiry
3805,1607,2025-07-20,Service Inquiry
3806,185,2025-09-23,Technical Support
3807,816,2025-09-23,Service Inquiry
3808,256,2025-09-17,Product Inquiry
3809,1502,2025-10-25,Technical Support
3810,1982,2025-10-23,Technical Support
3811,1234,2025-10-25,Complaint
3812,1009,2025-07-05,Service Inquiry
3813,333,2025-07-13,Service Inquiry
3814,405,2025-10-27,Complaint
3815,1840,2025-10-09,Complaint
3816,1316,2025-10-21,Service Inquiry
3817,1022,2025-05-13,Complaint
3818,1820,2025-08-01,Service Inquiry
3819,163,2025-10-09,Service Inquiry
3820,1042,2025-01-16,Complaint
3821,456,2025-09-29,Technical Support
3822,1618,2025-10-23,Service Inquiry
3823,424,2025-05-07,Complaint
3824,645,2025-10-07,Complaint
3825,381,2025-07-18,Product Inquiry
3826,1078,2025-09-02,Complaint
3827,43,2025-07-28,Service Inquiry
3828,1168,2025-01-29,Complaint
3829,1093,2025-08-12,Complaint
3830,961,2025-10-04,Service Inquiry
3831,849,2025-09-12,Product Inquiry
3832,1207,2025-08-07,Service Inquiry
3833,1701,2025-09-25,Service Inquiry
3834,1732,2025-10-25,Service Inquiry
3835,256,2025-10-05,Technical Support
3836,900,2025-10-05,Product Inquiry
3837,535,2025-09-11,Service Inquiry
3838,1231,2025-08-28,Product Inquiry
3839,919,2025-06-16,Account Maintenance
3840,1987,2025-10-03,Complaint
3841,1847,2025-05-20,Service Inquiry
3842,1609,2025-08-07,Account Maintenance
3843,1820,2025-10-20,Complaint
3844,18,2025-08-21,Service Inquiry
3845,791,2025-10-16,Product Inquiry
3846,755,2025-08-31,Technical Support
3847,360,2025-09-28,Service Inquiry
3848,1758,2025-08-12,Service Inquiry
3849,1788,2025-09-22,Complaint
3850,1609,2025-10-24,Product Inquiry
3851,1804,2025-10-01,Complaint
3852,1764,2025-08-24,Product Inquiry
3853,902,2025-09-13,Technical Support
3854,1230,2025-10-08,Account Maintenance
3855,1675,2025-10-16,Product Inquiry
3856,892,2025-08-08,Service Inquiry
3857,216,2025-10-15,Product Inquiry
3858,316,2025-10-16,Service Inquiry
3859,516,2025-05-01,Product Inquiry
3860,1653,2025-10-03,Service Inquiry
3861,1297,2025-09-25,Service Inquiry
3862,1539,2025-09-07,Service Inquiry
3863,1350,2025-10-20,Account Maintenance
3864,346,2025-08-21,Service Inquiry
3865,302,2025-10-14,Product Inquiry
3866,1466,2025-09-28,Service Inquiry
3867,20,2025-09-13,Account Maintenance
3868,405,2025-09-09,Service Inquiry
3869,1460,2025-10-10,Product Inquiry
3870,1233,2025-09-11,Account Maintenance
3871,1923,2025-07-20,Service Inquiry
3872,286,2025-08-22,Service Inquiry
3873,1893,2025-06-30,Service Inquiry
3874,190,2025-09-28,Complaint
3875,115,2025-10-04,Account Maintenance
3876,205,2025-10-26,Technical Support
3877,1373,2025-07-29,Service Inquiry
3878,773,2025-07-05,Complaint
3879,179,2025-09-22,Complaint
3880,633,2025-10-26,Technical Support
3881,1027,2025-01-01,Product Inquiry
3882,1537,2025-09-29,Technical Support
3883,1865,2025-10-02,Service Inquiry
3884,176,2025-10-19,Service Inquiry
3885,1800,2025-09-24,Service Inquiry
3886,256,2025-10-13,Service Inquiry
3887,968,2025-06-28,Product Inquiry
3888,819,2025-07-28,Service Inquiry
3889,1829,2025-09-18,Complaint
3890,1157,2025-10-05,Product Inquiry
3891,530,2025-08-24,Technical Support
3892,1931,2025-06-19,Service Inquiry
3893,646,2025-10-02,Service Inquiry
3894,1364,2025-09-30,Product Inquiry
3895,340,2025-08-13,Account Maintenance
3896,1014,2025-05-14,Service Inquiry
3897,820,2025-10-24,Product Inquiry
3898,1357,2025-08-22,Service Inquiry
3899,414,2025-10-16,Service Inquiry
3900,29,2025-09-28,Account Maintenance
3901,1252,2025-09-22,Service Inquiry
3902,864,2025-09-18,Technical Support
3903,761,2025-09-18,Technical Support
3904,82,2025-08-18,Service Inquiry
3905,73,2025-08-21,Product Inquiry
3906,1894,2025-09-23,Product Inquiry
3907,617,2025-09-26,Service Inquiry
3908,1576,2025-10-24,Complaint
3909,72,2025-10-04,Complaint
3910,219,2025-06-25,Service Inquiry
3911,175,2025-09-04,Product Inquiry
3912,891,2025-09-22,Product Inquiry
3913,608,2025-10-12,Technical Support
3914,720,2025-09-24,Complaint
3915,1074,2025-10-11,Service Inquiry
3916,1944,2025-08-22,Complaint
3917,197,2025-10-28,Complaint
3918,1639,2025-10-01,Product Inquiry
3919,921,2025-04-19,Service Inquiry
3920,1293,2025-09-19,Service Inquiry
3921,1493,2025-08-05,Technical Support
3922,1269,2025-09-30,Technical Support
3923,925,2025-07-30,Service Inquiry
3924,1693,2025-09-17,Product Inquiry
3925,1587,2025-04-27,Service Inquiry
3926,1065,2025-10-26,Service Inquiry
3927,1808,2025-09-11,Complaint
3928,266,2025-08-10,Product Inquiry
3929,263,2025-07-02,Technical Support
3930,1204,2025-10-10,Complaint
3931,560,2025-09-14,Product Inquiry
3932,1455,2025-10-19,Service Inquiry
3933,251,2025-10-09,Service Inquiry
3934,564,2025-04-19,Complaint
3935,40,2025-09-07,Product Inquiry
3936,868,2025-08-25,Product Inquiry
3937,176,2025-08-26,Service Inquiry
3938,1603,2025-08-03,Account Maintenance
3939,314,2025-10-20,Service Inquiry
3940,1471,2025-09-14,Service Inquiry
3941,1406,2025-10-26,Service Inquiry
3942,417,2025-09-02,Technical Support
3943,1292,2025-03-27,Product Inquiry
3944,170,2025-09-23,Service Inquiry
3945,555,2025-10-23,Product Inquiry
3946,1450,2025-10-27,Technical Support
3947,311,2025-06-21,Account Maintenance
3948,530,2025-06-09,Complaint
3949,1900,2025-08-11,Product Inquiry
3950,183,2025-09-05,Service Inquiry
3951,1748,2025-10-13,Service Inquiry
3952,1455,2025-10-25,Service Inquiry
3953,483,2025-10-12,Product Inquiry
3954,1865,2025-08-16,Product Inquiry
3955,1926,2025-05-17,Service Inquiry
3956,46,2025-10-17,Account Maintenance
3957,1919,2025-09-20,Complaint
3958,490,2025-08-16,Product Inquiry
3959,1057,2025-08-11,Product Inquiry
3960,1190,2025-08-23,Service Inquiry
3961,979,2025-10-03,Service Inquiry
3962,910,2025-09-24,Product Inquiry
3963,463,2025-08-03,Service Inquiry
3964,1603,2025-09-06,Service Inquiry
3965,221,2025-10-09,Service Inquiry
3966,331,2025-10-05,Service Inquiry
3967,790,2025-08-22,Technical Support
3968,713,2025-08-20,Product Inquiry
3969,50,2025-10-08,Service Inquiry
3970,115,2025-10-16,Product Inquiry
3971,927,2025-09-02,Product Inquiry
3972,1936,2025-05-28,Product Inquiry
3973,1423,2025-08-20,Complaint
3974,674,2025-10-19,Service Inquiry
3975,603,2025-05-19,Service Inquiry
3976,85,2025-08-18,Complaint
3977,856,2025-08-07,Product Inquiry
3978,1478,2025-10-09,Technical Support
3979,470,2025-09-02,Service Inquiry
3980,222,2025-10-17,Service Inquiry
3981,264,2025-10-12,Service Inquiry
3982,1626,2025-10-22,Service Inquiry
3983,313,2025-07-20,Service Inquiry
3984,671,2025-10-18,Service Inquiry
3985,707,2025-10-21,Service Inquiry
3986,1286,2025-08-26,Service Inquiry
3987,683,2025-10-14,Service Inquiry
3988,1957,2025-10-04,Service Inquiry
3989,1656,2025-09-14,Service Inquiry
3990,198,2025-09-19,Technical Support
3991,252,2025-09-05,Product Inquiry
3992,1852,2025-10-16,Product Inquiry
3993,1177,2025-07-18,Product Inquiry
3994,952,2025-09-07,Service Inquiry
3995,350,2025-10-11,Product Inquiry
3996,849,2025-09-26,Complaint
3997,440,2025-06-29,Service Inquiry
3998,204,2025-09-26,Complaint
3999,902,2025-09-27,Product Inquiry
4000,1368,2025-08-19,Service Inquiry
4001,353,2025-09-10,Service Inquiry
4002,1425,2025-06-11,Service Inquiry
4003,907,2025-09-25,Product Inquiry
4004,1935,2025-09-18,Product Inquiry
4005,284,2025-09-10,Service Inquiry
4006,30,2025-10-18,Product Inquiry
4007,795,2025-10-20,Product Inquiry
4008,1760,2025-08-16,Product Inquiry
4009,751,2025-10-08,Account Maintenance
4010,1313,2025-08-22,Service Inquiry
4011,1837,2025-10-25,Service Inquiry
4012,720,2025-06-21,Complaint
4013,1692,2025-09-25,Product Inquiry
4014,247,2025-10-15,Service Inquiry
4015,1871,2025-07-03,Service Inquiry
4016,1494,2025-07-21,Product Inquiry
4017,1278,2025-08-31,Product Inquiry
4018,1776,2025-09-30,Service Inquiry
4019,607,2025-07-19,Service Inquiry
4020,1189,2025-07-07,Service Inquiry
4021,1683,2025-10-23,Service Inquiry
4022,1015,2025-10-03,Service Inquiry
4023,430,2025-10-25,Service Inquiry
4024,1036,2025-09-24,Service Inquiry
4025,838,2025-09-15,Service Inquiry
4026,400,2025-10-05,Service Inquiry
4027,870,2025-10-13,Service Inquiry
4028,294,2025-03-29,Complaint
4029,1446,2025-10-10,Service Inquiry
4030,110,2025-10-09,Service Inquiry
4031,326,2025-07-10,Service Inquiry
4032,881,2025-07-31,Service Inquiry
4033,193,2025-07-23,Product Inquiry
4034,409,2025-10-05,Product Inquiry
4035,1676,2025-10-27,Service Inquiry
4036,1141,2025-09-26,Product Inquiry
4037,1776,2025-10-27,Product Inquiry
4038,817,2025-08-12,Complaint
4039,976,2025-09-28,Service Inquiry
4040,1810,2025-10-25,Service Inquiry
4041,1343,2025-10-23,Service Inquiry
4042,1950,2025-09-19,Service Inquiry
4043,1427,2025-07-12,Service Inquiry
4044,299,2025-10-26,Service Inquiry
4045,1906,2025-09-15,Complaint
4046,1882,2025-10-27,Service Inquiry
4047,664,2025-09-30,Complaint
4048,372,2025-06-27,Complaint
4049,1352,2025-04-08,Service Inquiry
4050,1119,2025-08-19,Account Maintenance
4051,1902,2025-08-06,Technical Support
4052,389,2025-09-22,Complaint
4053,229,2025-09-27,Account Maintenance
4054,1500,2025-08-31,Service Inquiry
4055,1135,2025-10-07,Service Inquiry
4056,910,2025-10-03,Technical Support
4057,1710,2025-10-12,Service Inquiry
4058,1658,2025-10-16,Complaint
4059,1559,2025-10-14,Service Inquiry
4060,1422,2025-10-25,Technical Support
4061,65,2025-04-10,Product Inquiry
4062,1748,2025-10-07,Complaint
4063,1462,2025-07-19,Service Inquiry
4064,587,2025-06-21,Technical Support
4065,761,2025-07-10,Service Inquiry
4066,117,2025-09-02,Complaint
4067,1456,2025-10-01,Service Inquiry
4068,401,2025-07-29,Service Inquiry
4069,1615,2025-09-25,Account Maintenance
4070,1671,2025-09-17,Service Inquiry
4071,1019,2025-07-07,Product Inquiry
4072,1440,2025-08-02,Service Inquiry
4073,1827,2025-09-23,Service Inquiry
4074,1613,2025-09-16,Service Inquiry
4075,1664,2025-10-24,Service Inquiry
4076,1613,2025-10-20,Service Inquiry
4077,599,2025-06-01,Product Inquiry
4078,1586,2025-09-01,Product Inquiry
4079,1903,2025-10-09,Service Inquiry
4080,112,2025-09-24,Product Inquiry
4081,468,2025-09-26,Service Inquiry
4082,1593,2025-10-08,Service Inquiry
4083,520,2025-09-23,Service Inquiry
4084,980,2025-10-18,Product Inquiry
4085,775,2025-06-06,Product Inquiry
4086,449,2025-10-13,Complaint
4087,398,2025-10-10,Product Inquiry
4088,1528,2025-09-23,Product Inquiry
4089,618,2025-09-16,Complaint
4090,932,2025-08-28,Product Inquiry
4091,1690,2025-09-29,Product Inquiry
4092,720,2025-10-06,Product Inquiry
4093,1442,2025-10-26,Service Inquiry
4094,1937,2025-09-28,Service Inquiry
4095,1953,2025-10-16,Product Inquiry
4096,1223,2025-09-23,Service Inquiry
4097,1352,2025-10-21,Service Inquiry
4098,612,2025-10-14,Service Inquiry
4099,1957,2025-08-21,Service Inquiry
4100,1441,2025-09-27,Account Maintenance
4101,1223,2025-06-21,Technical Support
4102,426,2025-09-25,Complaint
4103,425,2025-06-11,Service Inquiry
4104,454,2025-03-21,Service Inquiry
4105,138,2025-09-19,Product Inquiry
4106,1802,2025-07-29,Product Inquiry
4107,892,2025-10-25,Service Inquiry
4108,1235,2025-08-28,Service Inquiry
4109,839,2025-05-16,Product Inquiry
4110,751,2025-10-23,Complaint
4111,52,2025-07-02,Technical Support
4112,1598,2025-09-06,Service Inquiry
4113,470,2025-08-07,Service Inquiry
4114,1145,2025-10-12,Product Inquiry
4115,1715,2025-09-06,Service Inquiry
4116,357,2025-10-22,Service Inquiry
4117,1353,2025-09-27,Service Inquiry
4118,37,2025-10-09,Complaint
4119,650,2025-10-23,Complaint
4120,317,2025-07-18,Service Inquiry
4121,1018,2025-10-06,Technical Support
4122,1833,2025-10-22,Service Inquiry
4123,1698,2025-05-30,Service Inquiry
4124,119,2025-08-26,Technical Support
4125,19,2025-09-19,Service Inquiry
4126,1864,2025-03-23,Technical Support
4127,1369,2025-09-30,Service Inquiry
4128,90,2025-05-14,Complaint
4129,1110,2025-10-14,Service Inquiry
4130,815,2025-06-19,Service Inquiry
4131,950,2025-10-14,Service Inquiry
4132,828,2025-09-08,Complaint
4133,1426,2025-06-22,Complaint
4134,633,2025-09-10,Complaint
4135,485,2025-10-10,Service Inquiry
4136,1831,2025-10-19,Complaint
4137,848,2025-10-04,Technical Support
4138,1274,2025-10-26,Service Inquiry
4139,1448,2025-04-10,Service Inquiry
4140,1490,2025-10-12,Account Maintenance
4141,566,2025-08-04,Complaint
4142,1492,2025-09-07,Service Inquiry
4143,1508,2025-10-17,Service Inquiry
4144,1374,2025-09-11,Service Inquiry
4145,1530,2025-10-13,Product Inquiry
4146,1060,2025-08-15,Complaint
4147,1564,2025-08-15,Technical Support
4148,1583,2025-05-24,Product Inquiry
4149,1085,2025-09-24,Service Inquiry
4150,380,2025-10-04,Service Inquiry
4151,642,2025-10-24,Service Inquiry
4152,1164,2025-07-06,Complaint
4153,1844,2025-08-18,Service Inquiry
4154,1799,2025-10-21,Complaint
4155,711,2025-10-24,Service Inquiry
4156,247,2025-06-11,Service Inquiry
4157,1777,2025-10-18,Product Inquiry
4158,1168,2025-10-19,Product Inquiry
4159,219,2025-08-03,Technical Support
4160,1404,2025-08-03,Complaint
4161,159,2025-08-28,Service Inquiry
4162,32,2025-07-24,Service Inquiry
4163,827,2025-08-30,Account Maintenance
4164,1099,2025-08-30,Complaint
4165,1792,2025-10-21,Service Inquiry
4166,1344,2025-10-01,Complaint
4167,1171,2025-03-31,Complaint
4168,1476,2025-10-05,Service Inquiry
4169,256,2025-10-24,Complaint
4170,233,2025-10-23,Technical Support
4171,86,2025-10-20,Service Inquiry
4172,1391,2025-10-05,Account Maintenance
4173,676,2025-06-19,Service Inquiry
4174,1979,2025-10-28,Service Inquiry
4175,1174,2025-10-24,Service Inquiry
4176,1688,2025-09-05,Service Inquiry
4177,505,2025-10-20,Service Inquiry
4178,97,2025-09-11,Service Inquiry
4179,1688,2025-10-20,Service Inquiry
4180,1949,2025-10-09,Account Maintenance
4181,964,2025-07-19,Service Inquiry
4182,1044,2025-07-19,Account Maintenance
4183,1620,2025-09-17,Product Inquiry
4184,474,2025-10-21,Service Inquiry
4185,1427,2025-07-05,Account Maintenance
4186,56,2025-10-22,Product Inquiry
4187,223,2025-10-13,Complaint
4188,832,2025-10-11,Product Inquiry
4189,359,2025-07-30,Service Inquiry
4190,1219,2025-06-05,Service Inquiry
4191,1048,2025-09-19,Product Inquiry
4192,1063,2025-10-22,Complaint
4193,672,2025-03-18,Service Inquiry
4194,1522,2025-09-26,Service Inquiry
4195,934,2025-09-07,Product Inquiry
4196,983,2025-10-20,Account Maintenance
4197,564,2025-10-27,Account Maintenance
4198,622,2025-08-14,Complaint
4199,1099,2025-10-18,Complaint
4200,1485,2025-09-16,Complaint
4201,438,2025-03-12,Service Inquiry
4202,39,2025-07-31,Service Inquiry
4203,1729,2025-10-25,Product Inquiry
4204,1501,2025-09-23,Service Inquiry
4205,948,2025-10-07,Technical Support
4206,723,2025-10-25,Complaint
4207,1409,2025-10-22,Service Inquiry
4208,1706,2025-09-18,Technical Support
4209,736,2025-10-26,Service Inquiry
4210,1088,2025-08-21,Service Inquiry
4211,1608,2025-10-10,Product Inquiry
4212,1427,2025-09-17,Product Inquiry
4213,636,2025-09-20,Product Inquiry
4214,1354,2025-10-13,Product Inquiry
4215,1029,2025-10-02,Service Inquiry
4216,1595,2025-09-17,Complaint
4217,700,2025-05-05,Service Inquiry
4218,1153,2025-09-25,Technical Support
4219,1977,2025-08-27,Service Inquiry
4220,384,2025-10-07,Product Inquiry
4221,1493,2025-10-07,Service Inquiry
4222,447,2025-09-17,Service Inquiry
4223,246,2025-10-05,Product Inquiry
4224,490,2025-10-26,Product Inquiry
4225,1131,2025-10-13,Service Inquiry
4226,955,2025-08-22,Product Inquiry
4227,37,2025-10-16,Service Inquiry
4228,531,2025-07-17,Service Inquiry
4229,1302,2025-06-17,Complaint
4230,1775,2025-10-02,Service Inquiry
4231,374,2025-09-10,Product Inquiry
4232,763,2025-10-16,Product Inquiry
4233,1881,2025-09-05,Complaint
4234,256,2025-10-25,Account Maintenance
4235,1534,2025-08-27,Service Inquiry
4236,1870,2025-03-15,Complaint
4237,669,2025-09-08,Complaint
4238,1101,2025-10-02,Service Inquiry
4239,1001,2025-10-04,Service Inquiry
4240,74,2025-08-10,Service Inquiry
4241,1459,2025-09-25,Product Inquiry
4242,1231,2025-09-13,Service Inquiry
4243,1790,2025-08-13,Complaint
4244,909,2025-07-05,Account Maintenance
4245,1067,2025-10-16,Service Inquiry
4246,905,2025-10-05,Service Inquiry
4247,269,2025-09-19,Complaint
4248,1388,2025-08-07,Complaint
4249,317,2025-10-27,Service Inquiry
4250,439,2025-09-30,Technical Support
4251,667,2024-12-11,Service Inquiry
4252,1038,2025-09-12,Technical Support
4253,1162,2025-08-28,Product Inquiry
4254,252,2025-09-05,Product Inquiry
4255,593,2025-09-17,Service Inquiry
4256,1401,2025-10-08,Service Inquiry
4257,94,2025-08-28,Complaint
4258,1269,2025-08-14,Technical Support
4259,332,2025-06-06,Service Inquiry
4260,1484,2025-08-10,Complaint
4261,1287,2025-10-01,Technical Support
4262,834,2025-07-22,Service Inquiry
4263,1747,2025-08-21,Account Maintenance
4264,1888,2025-09-13,Product Inquiry
4265,708,2025-10-14,Service Inquiry
4266,161,2025-09-13,Service Inquiry
4267,154,2025-10-01,Complaint
4268,1445,2025-05-12,Product Inquiry
4269,1258,2025-09-12,Service Inquiry
4270,283,2025-09-27,Service Inquiry
4271,1674,2025-08-25,Service Inquiry
4272,52,2025-10-25,Product Inquiry
4273,636,2025-09-26,Account Maintenance
4274,739,2025-02-08,Account Maintenance
4275,444,2025-10-09,Service Inquiry
4276,1902,2025-07-10,Service Inquiry
4277,189,2025-08-11,Service Inquiry
4278,703,2025-10-09,Product Inquiry
4279,1468,2025-10-12,Service Inquiry
4280,1886,2025-08-13,Service Inquiry
4281,1936,2025-09-11,Technical Support
4282,951,2025-10-18,Complaint
4283,1313,2025-07-05,Complaint
4284,1647,2025-10-15,Service Inquiry
4285,1561,2025-10-24,Service Inquiry
4286,61,2025-08-22,Complaint
4287,390,2025-09-29,Service Inquiry
4288,1931,2025-08-26,Technical Support
4289,1569,2025-10-20,Product Inquiry
4290,478,2025-09-06,Product Inquiry
4291,1798,2025-09-22,Service Inquiry
4292,1814,2025-09-15,Technical Support
4293,1189,2025-07-21,Complaint
4294,1422,2025-07-23,Complaint
4295,36,2025-09-17,Product Inquiry
4296,109,2025-09-28,Product Inquiry
4297,550,2025-08-24,Account Maintenance
4298,824,2025-07-31,Service Inquiry
4299,1480,2025-04-25,Product Inquiry
4300,525,2025-09-12,Complaint
4301,689,2025-08-28,Product Inquiry
4302,886,2025-09-14,Service Inquiry
4303,1755,2025-08-05,Service Inquiry
4304,1595,2025-06-13,Complaint
4305,1915,2025-06-27,Product Inquiry
4306,977,2025-06-14,Service Inquiry
4307,1131,2025-09-15,Account Maintenance
4308,1780,2025-10-26,Product Inquiry
4309,1280,2025-05-20,Service Inquiry
4310,1574,2025-10-10,Service Inquiry
4311,1014,2025-08-30,Product Inquiry
4312,724,2025-10-18,Product Inquiry
4313,600,2025-07-08,Product Inquiry
4314,811,2025-09-03,Product Inquiry
4315,611,2025-08-01,Service Inquiry
4316,24,2025-09-13,Service Inquiry
4317,444,2025-08-18,Product Inquiry
4318,1914,2025-10-12,Product Inquiry
4319,1347,2025-08-06,Product Inquiry
4320,47,2025-10-12,Product Inquiry
4321,1753,2025-10-16,Service Inquiry
4322,501,2025-06-22,Product Inquiry
4323,1969,2025-10-04,Service Inquiry
4324,949,2025-10-16,Product Inquiry
4325,1976,2025-09-29,Technical Support
4326,1706,2025-04-10,Product Inquiry
4327,1453,2025-03-01,Service Inquiry
4328,360,2025-10-20,Service Inquiry
4329,897,2025-09-14,Service Inquiry
4330,846,2025-10-20,Account Maintenance
4331,1897,2025-08-24,Service Inquiry
4332,777,2025-09-21,Product Inquiry
4333,445,2025-09-24,Service Inquiry
4334,1187,2025-10-03,Service Inquiry
4335,922,2025-10-16,Service Inquiry
4336,1924,2025-08-24,Product Inquiry
4337,703,2025-10-24,Service Inquiry
4338,1257,2025-07-08,Account Maintenance
4339,1194,2025-09-01,Product Inquiry
4340,1101,2025-07-30,Complaint
4341,628,2025-09-15,Product Inquiry
4342,501,2025-08-15,Product Inquiry
4343,369,2025-10-12,Service Inquiry
4344,1406,2025-10-11,Product Inquiry
4345,1317,2025-09-27,Product Inquiry
4346,127,2025-10-16,Service Inquiry
4347,852,2025-10-08,Service Inquiry
4348,1135,2025-10-23,Service Inquiry
4349,1183,2025-06-06,Service Inquiry
4350,589,2025-04-03,Service Inquiry
4351,922,2025-08-20,Service Inquiry
4352,1219,2025-07-29,Service Inquiry
4353,84,2025-07-07,Service Inquiry
4354,1087,2025-04-29,Account Maintenance
4355,1401,2025-10-13,Complaint
4356,598,2025-10-09,Service Inquiry
4357,1748,2025-08-12,Technical Support
4358,23,2025-10-27,Service Inquiry
4359,1943,2025-05-11,Technical Support
4360,648,2025-10-24,Complaint
4361,1097,2025-09-01,Product Inquiry
4362,1331,2025-08-11,Product Inquiry
4363,986,2025-10-01,Service Inquiry
4364,948,2025-10-16,Complaint
4365,426,2025-10-24,Service Inquiry
4366,935,2025-10-15,Service Inquiry
4367,637,2025-08-30,Complaint
4368,1367,2025-10-09,Service Inquiry
4369,1297,2025-10-22,Complaint
4370,682,2025-09-16,Service Inquiry
4371,1603,2025-08-13,Service Inquiry
4372,1276,2025-10-27,Service Inquiry
4373,238,2025-08-09,Service Inquiry
4374,359,2025-07-29,Service Inquiry
4375,67,2025-06-17,Service Inquiry
4376,1349,2025-10-23,Service Inquiry
4377,1764,2025-10-13,Account Maintenance
4378,1629,2025-09-26,Service Inquiry
4379,301,2025-10-19,Technical Support
4380,183,2025-10-07,Technical Support
4381,8,2025-09-12,Account Maintenance
4382,1195,2025-10-20,Service Inquiry
4383,1890,2025-09-19,Service Inquiry
4384,245,2025-10-24,Service Inquiry
4385,570,2025-10-11,Complaint
4386,1236,2025-10-15,Service Inquiry
4387,147,2025-10-24,Service Inquiry
4388,1848,2025-10-13,Product Inquiry
4389,831,2025-09-28,Technical Support
4390,1463,2025-10-15,Complaint
4391,1324,2025-03-03,Complaint
4392,1586,2025-09-21,Service Inquiry
4393,1105,2025-09-04,Service Inquiry
4394,1580,2025-09-19,Service Inquiry
4395,1024,2025-10-11,Product Inquiry
4396,660,2024-11-25,Service Inquiry
4397,1283,2025-09-06,Product Inquiry
4398,1529,2025-10-18,Service Inquiry
4399,908,2025-09-03,Product Inquiry
4400,541,2025-09-01,Service Inquiry
4401,1501,2025-10-17,Technical Support
4402,1472,2025-10-08,Complaint
4403,1199,2025-10-20,Technical Support
4404,341,2025-05-27,Service Inquiry
4405,306,2025-10-17,Service Inquiry
4406,269,2025-09-24,Product Inquiry
4407,86,2025-10-19,Technical Support
4408,16,2025-06-01,Product Inquiry
4409,1799,2025-09-17,Service Inquiry
4410,1314,2025-08-19,Complaint
4411,1118,2025-07-20,Complaint
4412,539,2025-10-23,Technical Support
4413,529,2025-10-26,Service Inquiry
4414,1803,2025-07-26,Product Inquiry
4415,200,2025-10-22,Complaint
4416,783,2025-06-16,Service Inquiry
4417,1149,2025-09-06,Technical Support
4418,1424,2025-08-11,Service Inquiry
4419,1833,2025-10-11,Technical Support
4420,874,2025-10-02,Complaint
4421,554,2025-10-19,Technical Support
4422,766,2025-09-15,Product Inquiry
4423,1697,2025-10-19,Service Inquiry
4424,949,2025-08-17,Technical Support
4425,1811,2024-10-28,Complaint
4426,534,2025-09-17,Product Inquiry
4427,1343,2025-08-30,Technical Support
4428,781,2025-09-04,Service Inquiry
4429,1814,2025-07-18,Service Inquiry
4430,864,2025-07-12,Technical Support
4431,969,2025-08-13,Complaint
4432,331,2025-08-09,Service Inquiry
4433,1715,2025-10-09,Service Inquiry
4434,1165,2025-09-02,Product Inquiry
4435,134,2025-07-23,Service Inquiry
4436,1540,2025-08-19,Service Inquiry
4437,659,2025-08-17,Account Maintenance
4438,743,2025-10-02,Product Inquiry
4439,574,2025-10-12,Service Inquiry
4440,1045,2025-10-03,Service Inquiry
